Record ID,Year,District,Crime_Type,Victim_Gender,Time_of_Incident,Location_Type,Number_of_Accused,Reported_To_Police,Crime_Severity
1482,2014,Chennai,Economic Offense,Male,Evening,Rural,1,Yes,Low
1483,2018,Salem,Economic Offense,Male,Afternoon,Rural,5,No,Moderate
1484,2022,Dindigul,Economic Offense,Other,Night,Semi-Urban,5,Yes,Moderate
1485,2014,Tiruchirappalli,Property Crime,Other,Evening,Semi-Urban,4,Yes,Low
1486,2022,Erode,Sexual Crime,Other,Night,Semi-Urban,3,Yes,High
1487,2021,Vellore,Property Crime,Female,Afternoon,Semi-Urban,5,No,Low
1488,2017,Dindigul,Violent Crime,Male,Night,Semi-Urban,4,No,High
1489,2024,Erode,Sexual Crime,Other,Evening,Urban,1,No,Moderate
1490,2023,Salem,Cyber Crime,Male,Afternoon,Semi-Urban,3,No,Moderate
1491,2018,Tiruchirappalli,Economic Offense,Other,Afternoon,Urban,3,No,Moderate
1492,2018,Erode,Violent Crime,Male,Morning,Rural,2,Yes,Low
1493,2024,Erode,Sexual Crime,Female,Morning,Rural,1,No,Moderate
1494,2019,Vellore,Property Crime,Male,Night,Rural,3,Yes,Moderate
1495,2020,Tirunelveli,Economic Offense,Other,Morning,Rural,4,No,Moderate
1496,2021,Tiruchirappalli,Property Crime,Male,Morning,Rural,5,No,Moderate
1497,2021,Dindigul,Sexual Crime,Female,Morning,Semi-Urban,1,No,Moderate
1498,2024,Salem,Sexual Crime,Female,Morning,Semi-Urban,1,Yes,Low
1499,2015,Tiruchirappalli,Violent Crime,Male,Evening,Semi-Urban,3,No,Moderate
1500,2022,Chennai,Cyber Crime,Other,Evening,Rural,3,Yes,Moderate
1501,2020,Tirunelveli,Property Crime,Female,Morning,Rural,3,No,Moderate
1502,2017,Chennai,Violent Crime,Female,Night,Urban,4,Yes,High
1503,2017,Salem,Economic Offense,Male,Evening,Semi-Urban,2,Yes,Very Low
1504,2024,Vellore,Cyber Crime,Female,Morning,Rural,3,Yes,Moderate
1505,2021,Vellore,Violent Crime,Female,Evening,Rural,2,Yes,Low
1506,2017,Salem,Property Crime,Other,Afternoon,Rural,2,No,Low
1507,2019,Madurai,Sexual Crime,Other,Evening,Urban,1,No,Moderate
1508,2018,Salem,Economic Offense,Other,Evening,Rural,5,Yes,Moderate
1509,2016,Tirunelveli,Property Crime,Male,Night,Urban,5,No,Moderate
1510,2023,Coimbatore,Cyber Crime,Female,Evening,Urban,4,Yes,Low
1511,2024,Vellore,Cyber Crime,Male,Night,Semi-Urban,4,No,High
1512,2015,Thoothukudi,Sexual Crime,Female,Afternoon,Rural,5,No,High
1513,2022,Tirunelveli,Sexual Crime,Female,Morning,Urban,5,No,High
1514,2023,Tirunelveli,Economic Offense,Female,Night,Rural,1,Yes,Moderate
1515,2022,Tirunelveli,Economic Offense,Other,Evening,Semi-Urban,1,No,Low
1516,2014,Erode,Sexual Crime,Male,Evening,Semi-Urban,5,Yes,Moderate
1517,2023,Tirunelveli,Sexual Crime,Male,Night,Urban,3,No,Very High
1518,2016,Vellore,Cyber Crime,Female,Afternoon,Semi-Urban,3,Yes,Low
1519,2021,Coimbatore,Sexual Crime,Male,Morning,Semi-Urban,1,No,Moderate
1520,2019,Coimbatore,Violent Crime,Other,Evening,Semi-Urban,2,Yes,Low
1521,2018,Tirunelveli,Property Crime,Male,Afternoon,Rural,5,Yes,Low
1522,2018,Chennai,Sexual Crime,Female,Morning,Rural,4,Yes,High
1523,2019,Vellore,Economic Offense,Other,Morning,Urban,3,No,Moderate
1524,2020,Vellore,Violent Crime,Other,Evening,Urban,2,Yes,Low
1525,2014,Tiruchirappalli,Economic Offense,Female,Night,Semi-Urban,3,No,High
1526,2022,Dindigul,Violent Crime,Male,Evening,Semi-Urban,2,Yes,Low
1527,2016,Madurai,Sexual Crime,Female,Evening,Urban,5,Yes,Moderate
1528,2017,Madurai,Property Crime,Male,Evening,Semi-Urban,5,Yes,Low
1529,2023,Chennai,Economic Offense,Male,Afternoon,Urban,5,No,Moderate
1530,2014,Madurai,Violent Crime,Other,Night,Rural,1,No,High
1531,2024,Tiruchirappalli,Cyber Crime,Female,Afternoon,Semi-Urban,2,No,Low
1532,2023,Salem,Sexual Crime,Other,Evening,Semi-Urban,4,No,High
1533,2016,Madurai,Property Crime,Female,Night,Semi-Urban,4,No,Moderate
1534,2015,Vellore,Sexual Crime,Female,Morning,Rural,5,No,High
1535,2015,Salem,Cyber Crime,Other,Night,Rural,4,No,High
1536,2014,Madurai,Property Crime,Female,Evening,Semi-Urban,3,Yes,Low
1537,2021,Vellore,Cyber Crime,Female,Night,Urban,2,Yes,Low
1538,2016,Vellore,Sexual Crime,Male,Morning,Rural,2,No,Moderate
1539,2016,Tirunelveli,Violent Crime,Female,Morning,Semi-Urban,2,No,Low
1540,2019,Coimbatore,Sexual Crime,Female,Night,Semi-Urban,3,No,Very High
1541,2021,Chennai,Sexual Crime,Other,Morning,Rural,1,No,Moderate
1542,2022,Tiruchirappalli,Sexual Crime,Other,Afternoon,Urban,3,No,High
1543,2022,Erode,Economic Offense,Female,Night,Semi-Urban,2,Yes,Low
1544,2017,Dindigul,Cyber Crime,Male,Morning,Urban,2,No,Low
1545,2018,Madurai,Cyber Crime,Male,Morning,Urban,2,No,Low
1546,2015,Madurai,Cyber Crime,Other,Night,Rural,4,No,High
1547,2024,Salem,Economic Offense,Female,Afternoon,Semi-Urban,1,Yes,Very Low
1548,2022,Salem,Violent Crime,Female,Night,Semi-Urban,3,Yes,High
1549,2021,Dindigul,Sexual Crime,Male,Morning,Urban,2,Yes,Low
1550,2016,Madurai,Violent Crime,Male,Night,Rural,5,Yes,High
1551,2024,Thoothukudi,Economic Offense,Male,Morning,Rural,1,No,Low
1552,2022,Tiruchirappalli,Cyber Crime,Other,Evening,Rural,5,Yes,Moderate
1553,2016,Madurai,Sexual Crime,Female,Night,Urban,1,Yes,Moderate
1554,2022,Coimbatore,Property Crime,Other,Night,Urban,2,Yes,Low
1555,2015,Dindigul,Property Crime,Female,Morning,Semi-Urban,1,Yes,Very Low
1556,2023,Thoothukudi,Violent Crime,Other,Morning,Rural,1,Yes,Low
1557,2022,Tiruchirappalli,Cyber Crime,Female,Morning,Urban,2,No,Low
1558,2021,Madurai,Property Crime,Male,Morning,Rural,5,Yes,Low
1559,2022,Erode,Violent Crime,Male,Night,Urban,5,Yes,High
1560,2018,Tirunelveli,Economic Offense,Male,Morning,Semi-Urban,4,Yes,Low
1561,2024,Coimbatore,Violent Crime,Other,Night,Rural,5,No,Very High
1562,2024,Erode,Violent Crime,Male,Afternoon,Urban,5,No,Moderate
1563,2015,Salem,Violent Crime,Female,Night,Rural,1,No,High
1564,2021,Salem,Sexual Crime,Other,Morning,Urban,4,No,High
1565,2019,Madurai,Violent Crime,Female,Morning,Urban,2,No,Low
1566,2021,Salem,Violent Crime,Other,Afternoon,Urban,2,No,Low
1567,2024,Coimbatore,Sexual Crime,Female,Night,Rural,3,No,Very High
1568,2018,Tiruchirappalli,Sexual Crime,Female,Afternoon,Urban,4,No,High
1569,2023,Vellore,Economic Offense,Other,Night,Semi-Urban,1,Yes,Low
1570,2015,Chennai,Cyber Crime,Other,Morning,Rural,3,Yes,Moderate
1571,2019,Dindigul,Property Crime,Male,Night,Semi-Urban,3,No,Moderate
1572,2018,Tiruchirappalli,Property Crime,Male,Morning,Semi-Urban,2,Yes,Very Low
1573,2018,Vellore,Violent Crime,Female,Morning,Rural,5,No,High
1574,2014,Thoothukudi,Economic Offense,Female,Evening,Urban,1,Yes,Very Low
1575,2015,Coimbatore,Violent Crime,Female,Evening,Semi-Urban,4,Yes,Moderate
1576,2021,Erode,Property Crime,Other,Night,Rural,3,No,High
1577,2016,Vellore,Sexual Crime,Other,Morning,Urban,1,Yes,Low
1578,2023,Coimbatore,Cyber Crime,Male,Afternoon,Rural,2,No,Low
1579,2016,Tirunelveli,Economic Offense,Female,Morning,Rural,3,No,Moderate
1580,2021,Erode,Sexual Crime,Male,Afternoon,Rural,3,Yes,High
1581,2021,Salem,Cyber Crime,Other,Night,Urban,2,No,Moderate
1582,2015,Salem,Economic Offense,Other,Night,Semi-Urban,2,Yes,Low
1583,2021,Erode,Economic Offense,Other,Afternoon,Semi-Urban,2,Yes,Very Low
1584,2024,Thoothukudi,Property Crime,Male,Afternoon,Rural,1,No,Low
1585,2014,Thoothukudi,Sexual Crime,Other,Morning,Rural,1,No,Moderate
1586,2019,Thoothukudi,Economic Offense,Female,Night,Urban,1,No,Moderate
1587,2021,Vellore,Economic Offense,Male,Morning,Rural,5,No,Moderate
1588,2016,Dindigul,Cyber Crime,Other,Afternoon,Rural,3,No,Moderate
1589,2021,Vellore,Property Crime,Male,Evening,Rural,1,Yes,Very Low
1590,2014,Madurai,Violent Crime,Male,Evening,Semi-Urban,5,No,Moderate
1591,2024,Chennai,Property Crime,Other,Evening,Rural,3,Yes,Low
1592,2024,Erode,Violent Crime,Other,Afternoon,Semi-Urban,1,No,Low
1593,2022,Tiruchirappalli,Sexual Crime,Male,Morning,Urban,2,Yes,Low
1594,2024,Chennai,Sexual Crime,Male,Night,Urban,4,Yes,High
1595,2022,Tirunelveli,Economic Offense,Other,Afternoon,Semi-Urban,1,Yes,Very Low
1596,2018,Vellore,Sexual Crime,Female,Evening,Semi-Urban,4,Yes,Moderate
1597,2023,Vellore,Economic Offense,Male,Morning,Semi-Urban,1,Yes,Very Low
1598,2017,Coimbatore,Property Crime,Male,Night,Semi-Urban,2,No,Low
1599,2024,Chennai,Sexual Crime,Female,Night,Rural,4,Yes,Very High
1600,2019,Coimbatore,Property Crime,Other,Afternoon,Semi-Urban,5,No,Low
1601,2020,Tiruchirappalli,Property Crime,Other,Afternoon,Semi-Urban,2,Yes,Very Low
1602,2018,Coimbatore,Sexual Crime,Female,Night,Semi-Urban,4,No,Very High
1603,2024,Chennai,Property Crime,Other,Night,Rural,4,Yes,Moderate
1604,2023,Erode,Sexual Crime,Other,Evening,Rural,2,Yes,Moderate
1605,2022,Tirunelveli,Sexual Crime,Male,Night,Rural,2,No,High
1606,2016,Vellore,Sexual Crime,Male,Afternoon,Urban,2,No,Moderate
1607,2020,Tiruchirappalli,Violent Crime,Male,Morning,Rural,3,Yes,Moderate
1608,2023,Vellore,Property Crime,Female,Evening,Semi-Urban,5,Yes,Low
1609,2023,Madurai,Cyber Crime,Other,Evening,Rural,1,No,Low
1610,2024,Tirunelveli,Sexual Crime,Other,Night,Rural,4,Yes,Very High
1611,2018,Dindigul,Property Crime,Male,Morning,Semi-Urban,1,Yes,Very Low
1612,2020,Coimbatore,Economic Offense,Male,Evening,Rural,2,No,Low
1613,2015,Salem,Sexual Crime,Female,Afternoon,Urban,5,Yes,Moderate
1614,2017,Chennai,Sexual Crime,Other,Night,Rural,5,Yes,Very High
1615,2015,Vellore,Cyber Crime,Female,Afternoon,Urban,3,No,Moderate
1616,2020,Coimbatore,Violent Crime,Other,Night,Urban,2,Yes,Moderate
1617,2015,Tiruchirappalli,Violent Crime,Female,Evening,Urban,4,No,Moderate
1618,2024,Vellore,Sexual Crime,Male,Night,Semi-Urban,3,No,Very High
1619,2014,Dindigul,Property Crime,Female,Morning,Rural,2,Yes,Very Low
1620,2022,Tirunelveli,Economic Offense,Female,Afternoon,Urban,3,Yes,Low
1621,2014,Tirunelveli,Economic Offense,Male,Morning,Urban,1,No,Low
1622,2021,Vellore,Property Crime,Other,Afternoon,Rural,2,No,Low
1623,2015,Tiruchirappalli,Sexual Crime,Other,Afternoon,Semi-Urban,4,Yes,Moderate
1624,2021,Tirunelveli,Economic Offense,Male,Night,Semi-Urban,4,No,High
1625,2016,Tirunelveli,Violent Crime,Female,Evening,Urban,2,Yes,Low
1626,2019,Dindigul,Property Crime,Female,Evening,Semi-Urban,3,No,Low
1627,2016,Chennai,Cyber Crime,Female,Morning,Rural,5,No,Moderate
1628,2020,Tiruchirappalli,Sexual Crime,Other,Night,Semi-Urban,2,No,High
1629,2023,Tiruchirappalli,Property Crime,Female,Evening,Rural,4,Yes,Low
1630,2022,Erode,Economic Offense,Other,Afternoon,Urban,1,No,Low
1631,2015,Erode,Sexual Crime,Female,Afternoon,Rural,4,No,High
1632,2018,Tirunelveli,Violent Crime,Male,Night,Urban,5,No,High
1633,2019,Salem,Sexual Crime,Male,Morning,Rural,4,No,High
1634,2017,Erode,Sexual Crime,Other,Night,Rural,5,Yes,Very High
1635,2017,Tirunelveli,Violent Crime,Other,Morning,Semi-Urban,2,No,Low
1636,2017,Thoothukudi,Violent Crime,Male,Night,Rural,4,Yes,High
1637,2015,Madurai,Sexual Crime,Male,Afternoon,Urban,3,No,High
1638,2017,Madurai,Violent Crime,Female,Night,Rural,3,No,Very High
1639,2024,Tiruchirappalli,Property Crime,Male,Evening,Urban,4,Yes,Low
1640,2014,Salem,Violent Crime,Other,Evening,Urban,4,Yes,Moderate
1641,2019,Dindigul,Violent Crime,Male,Night,Rural,1,No,High
1642,2014,Chennai,Sexual Crime,Other,Morning,Semi-Urban,4,No,High
1643,2023,Erode,Property Crime,Other,Morning,Rural,1,No,Low
1644,2019,Thoothukudi,Cyber Crime,Female,Afternoon,Rural,1,Yes,Low
1645,2014,Tirunelveli,Cyber Crime,Female,Afternoon,Semi-Urban,1,No,Low
1646,2019,Salem,Economic Offense,Female,Morning,Urban,1,Yes,Very Low
1647,2023,Tiruchirappalli,Violent Crime,Female,Night,Rural,2,No,High
1648,2021,Erode,Violent Crime,Male,Afternoon,Semi-Urban,3,Yes,Moderate
1649,2024,Salem,Property Crime,Female,Morning,Semi-Urban,1,Yes,Very Low
1650,2015,Erode,Cyber Crime,Male,Morning,Urban,3,Yes,Low
1651,2015,Chennai,Economic Offense,Female,Night,Semi-Urban,1,No,Moderate
1652,2017,Chennai,Property Crime,Female,Evening,Urban,3,No,Low
1653,2024,Dindigul,Violent Crime,Other,Morning,Rural,4,Yes,Moderate
1654,2016,Madurai,Cyber Crime,Male,Afternoon,Semi-Urban,4,Yes,Low
1655,2017,Coimbatore,Economic Offense,Other,Night,Rural,3,Yes,High
1656,2020,Coimbatore,Sexual Crime,Female,Night,Semi-Urban,1,No,High
1657,2024,Erode,Cyber Crime,Male,Night,Semi-Urban,2,No,Moderate
1658,2014,Dindigul,Economic Offense,Female,Evening,Rural,3,No,Moderate
1659,2019,Coimbatore,Property Crime,Other,Evening,Semi-Urban,5,Yes,Low
1660,2016,Tiruchirappalli,Sexual Crime,Male,Afternoon,Rural,2,No,Moderate
1661,2024,Coimbatore,Economic Offense,Other,Afternoon,Rural,5,No,Moderate
1662,2023,Vellore,Economic Offense,Female,Night,Urban,3,No,High
1663,2020,Tirunelveli,Violent Crime,Female,Afternoon,Rural,1,Yes,Low
1664,2023,Dindigul,Cyber Crime,Female,Morning,Urban,5,No,Moderate
1665,2015,Tiruchirappalli,Violent Crime,Male,Evening,Rural,3,No,High
1666,2015,Salem,Sexual Crime,Other,Night,Semi-Urban,2,No,High
1667,2017,Tiruchirappalli,Economic Offense,Other,Night,Rural,1,No,Moderate
1668,2014,Madurai,Violent Crime,Female,Morning,Semi-Urban,5,No,Moderate
1669,2016,Salem,Cyber Crime,Other,Morning,Urban,3,Yes,Low
1670,2022,Thoothukudi,Sexual Crime,Male,Morning,Semi-Urban,1,Yes,Low
1671,2020,Tirunelveli,Property Crime,Female,Morning,Rural,1,Yes,Very Low
1672,2020,Tirunelveli,Violent Crime,Female,Night,Semi-Urban,4,Yes,High
1673,2024,Tirunelveli,Sexual Crime,Female,Evening,Urban,1,No,Moderate
1674,2017,Tirunelveli,Property Crime,Male,Evening,Semi-Urban,3,No,Low
1675,2015,Erode,Violent Crime,Female,Morning,Semi-Urban,2,Yes,Low
1676,2017,Tirunelveli,Sexual Crime,Female,Afternoon,Rural,4,Yes,High
1677,2019,Tirunelveli,Sexual Crime,Female,Night,Rural,3,Yes,Very High
1678,2024,Tirunelveli,Violent Crime,Female,Evening,Semi-Urban,3,No,Moderate
1679,2024,Dindigul,Sexual Crime,Other,Morning,Urban,3,No,High
1680,2016,Erode,Economic Offense,Female,Afternoon,Semi-Urban,5,No,Moderate
1681,2014,Chennai,Violent Crime,Male,Afternoon,Urban,5,Yes,Moderate
1682,2021,Tiruchirappalli,Sexual Crime,Female,Morning,Urban,2,Yes,Low
1683,2018,Tiruchirappalli,Property Crime,Female,Night,Urban,3,Yes,Moderate
1684,2018,Salem,Property Crime,Other,Evening,Semi-Urban,5,No,Low
1685,2024,Dindigul,Economic Offense,Female,Afternoon,Urban,5,No,Moderate
1686,2017,Vellore,Violent Crime,Other,Evening,Semi-Urban,5,Yes,Moderate
1687,2019,Tiruchirappalli,Sexual Crime,Male,Evening,Urban,2,Yes,Low
1688,2016,Coimbatore,Sexual Crime,Other,Afternoon,Urban,2,No,Moderate
1689,2022,Vellore,Property Crime,Female,Morning,Semi-Urban,3,No,Low
1690,2018,Tirunelveli,Economic Offense,Male,Afternoon,Rural,4,Yes,Moderate
1691,2016,Tirunelveli,Property Crime,Female,Afternoon,Rural,3,Yes,Low
1692,2024,Erode,Property Crime,Other,Night,Semi-Urban,5,No,Moderate
1693,2014,Vellore,Economic Offense,Male,Evening,Semi-Urban,5,Yes,Low
1694,2023,Coimbatore,Violent Crime,Male,Morning,Rural,1,Yes,Low
1695,2019,Erode,Sexual Crime,Other,Evening,Rural,3,No,High
1696,2015,Salem,Violent Crime,Other,Afternoon,Rural,5,Yes,Moderate
1697,2016,Vellore,Cyber Crime,Male,Morning,Semi-Urban,5,No,Moderate
1698,2014,Dindigul,Cyber Crime,Male,Morning,Urban,4,Yes,Low
1699,2022,Tirunelveli,Cyber Crime,Other,Morning,Semi-Urban,1,No,Low
1700,2021,Tirunelveli,Economic Offense,Female,Morning,Rural,3,Yes,Moderate
1701,2015,Madurai,Property Crime,Male,Night,Urban,2,Yes,Low
1702,2024,Erode,Violent Crime,Other,Morning,Semi-Urban,3,Yes,Moderate
1703,2021,Chennai,Sexual Crime,Female,Afternoon,Rural,3,No,High
1704,2022,Chennai,Cyber Crime,Male,Night,Semi-Urban,4,Yes,Moderate
1705,2014,Erode,Violent Crime,Male,Afternoon,Urban,3,Yes,Moderate
1706,2018,Dindigul,Cyber Crime,Other,Afternoon,Rural,4,No,Moderate
1707,2021,Thoothukudi,Cyber Crime,Female,Evening,Semi-Urban,4,Yes,Low
1708,2024,Erode,Sexual Crime,Male,Morning,Urban,5,No,High
1709,2015,Dindigul,Economic Offense,Female,Morning,Urban,2,No,Low
1710,2017,Salem,Property Crime,Female,Afternoon,Semi-Urban,4,No,Low
1711,2020,Tirunelveli,Economic Offense,Male,Morning,Urban,1,Yes,Very Low
1712,2016,Coimbatore,Violent Crime,Female,Night,Rural,1,No,High
1713,2018,Thoothukudi,Economic Offense,Male,Evening,Urban,2,Yes,Very Low
1714,2021,Vellore,Violent Crime,Female,Morning,Semi-Urban,4,No,Moderate
1715,2023,Thoothukudi,Violent Crime,Male,Morning,Rural,2,Yes,Low
1716,2016,Coimbatore,Property Crime,Other,Night,Urban,5,No,Moderate
1717,2017,Madurai,Sexual Crime,Male,Evening,Urban,1,No,Moderate
1718,2022,Tirunelveli,Property Crime,Male,Night,Rural,3,Yes,Moderate
1719,2020,Chennai,Economic Offense,Male,Afternoon,Rural,1,No,Low
1720,2014,Dindigul,Violent Crime,Female,Afternoon,Urban,4,Yes,Moderate
1721,2017,Erode,Cyber Crime,Other,Morning,Rural,2,No,Low
1722,2017,Erode,Cyber Crime,Female,Evening,Semi-Urban,1,Yes,Very Low
1723,2022,Chennai,Violent Crime,Female,Afternoon,Urban,3,No,Moderate
1724,2019,Thoothukudi,Property Crime,Male,Night,Semi-Urban,3,No,Moderate
1725,2022,Tirunelveli,Sexual Crime,Female,Afternoon,Urban,2,Yes,Low
1726,2019,Tiruchirappalli,Property Crime,Male,Afternoon,Semi-Urban,2,No,Very Low
1727,2019,Dindigul,Violent Crime,Other,Night,Semi-Urban,1,Yes,Moderate
1728,2018,Salem,Violent Crime,Female,Morning,Rural,4,Yes,Moderate
1729,2018,Coimbatore,Sexual Crime,Female,Evening,Urban,5,No,High
1730,2015,Thoothukudi,Economic Offense,Female,Morning,Rural,3,No,Moderate
1731,2021,Vellore,Economic Offense,Male,Night,Rural,2,No,Moderate
1732,2021,Madurai,Sexual Crime,Male,Afternoon,Urban,5,Yes,Moderate
1733,2024,Erode,Economic Offense,Female,Evening,Semi-Urban,5,Yes,Low
1734,2014,Thoothukudi,Cyber Crime,Female,Morning,Urban,5,No,Moderate
1735,2021,Madurai,Economic Offense,Other,Night,Urban,4,Yes,Moderate
1736,2018,Coimbatore,Economic Offense,Other,Afternoon,Urban,2,No,Low
1737,2015,Erode,Economic Offense,Other,Afternoon,Rural,3,No,Moderate
1738,2015,Erode,Cyber Crime,Other,Morning,Urban,2,No,Low
1739,2019,Tiruchirappalli,Economic Offense,Other,Night,Urban,1,Yes,Low
1740,2024,Thoothukudi,Cyber Crime,Male,Afternoon,Urban,3,Yes,Low
1741,2022,Tirunelveli,Sexual Crime,Other,Afternoon,Semi-Urban,2,No,Moderate
1742,2014,Chennai,Property Crime,Other,Evening,Semi-Urban,3,Yes,Low
1743,2019,Chennai,Sexual Crime,Female,Afternoon,Semi-Urban,1,No,Moderate
1744,2022,Salem,Property Crime,Male,Morning,Semi-Urban,3,No,Low
1745,2021,Vellore,Sexual Crime,Other,Night,Rural,5,Yes,Very High
1746,2024,Madurai,Property Crime,Other,Night,Rural,4,No,High
1747,2019,Thoothukudi,Property Crime,Other,Evening,Urban,1,No,Very Low
1748,2016,Dindigul,Violent Crime,Female,Night,Rural,3,No,Very High
1749,2021,Vellore,Property Crime,Female,Morning,Semi-Urban,1,No,Very Low
1750,2022,Tiruchirappalli,Property Crime,Female,Afternoon,Urban,5,No,Low
1751,2014,Erode,Violent Crime,Other,Evening,Urban,4,Yes,Moderate
1752,2022,Tirunelveli,Economic Offense,Female,Night,Semi-Urban,1,Yes,Low
1753,2019,Thoothukudi,Economic Offense,Other,Evening,Semi-Urban,5,No,Moderate
1754,2019,Vellore,Violent Crime,Male,Evening,Semi-Urban,5,Yes,Moderate
1755,2017,Vellore,Cyber Crime,Other,Night,Rural,5,No,High
1756,2014,Tirunelveli,Property Crime,Female,Evening,Urban,3,No,Low
1757,2023,Salem,Property Crime,Male,Night,Semi-Urban,2,No,Low
1758,2021,Madurai,Violent Crime,Other,Morning,Urban,1,No,Low
1759,2015,Madurai,Violent Crime,Male,Night,Urban,2,Yes,Moderate
1760,2014,Vellore,Cyber Crime,Male,Afternoon,Rural,5,Yes,Moderate
1761,2015,Coimbatore,Economic Offense,Male,Night,Urban,2,No,Moderate
1762,2014,Vellore,Sexual Crime,Other,Afternoon,Semi-Urban,5,Yes,Moderate
1763,2014,Vellore,Economic Offense,Female,Evening,Semi-Urban,5,No,Moderate
1764,2022,Tirunelveli,Property Crime,Other,Night,Urban,4,Yes,Moderate
1765,2014,Erode,Violent Crime,Female,Afternoon,Urban,4,No,Moderate
1766,2017,Tirunelveli,Cyber Crime,Other,Night,Rural,2,No,Moderate
1767,2023,Thoothukudi,Economic Offense,Other,Night,Semi-Urban,1,No,Moderate
1768,2019,Vellore,Cyber Crime,Other,Night,Semi-Urban,2,Yes,Low
1769,2020,Madurai,Economic Offense,Female,Morning,Urban,1,Yes,Very Low
1770,2015,Dindigul,Property Crime,Other,Afternoon,Urban,2,No,Very Low
1771,2019,Madurai,Sexual Crime,Male,Morning,Urban,3,Yes,Moderate
1772,2020,Chennai,Cyber Crime,Other,Morning,Semi-Urban,3,Yes,Low
1773,2023,Salem,Cyber Crime,Male,Afternoon,Urban,1,Yes,Very Low
1774,2023,Tiruchirappalli,Sexual Crime,Female,Night,Rural,4,Yes,Very High
1775,2015,Thoothukudi,Cyber Crime,Female,Morning,Rural,1,Yes,Low
1776,2015,Thoothukudi,Cyber Crime,Other,Morning,Urban,2,Yes,Very Low
1777,2023,Salem,Economic Offense,Other,Morning,Rural,5,Yes,Moderate
1778,2020,Dindigul,Economic Offense,Other,Night,Rural,3,Yes,High
1779,2014,Tiruchirappalli,Sexual Crime,Male,Morning,Rural,5,Yes,High
1780,2021,Erode,Property Crime,Female,Evening,Rural,3,Yes,Low
1781,2024,Vellore,Cyber Crime,Male,Afternoon,Rural,2,Yes,Low
1782,2016,Tiruchirappalli,Property Crime,Male,Evening,Semi-Urban,3,Yes,Low
1783,2024,Dindigul,Sexual Crime,Other,Night,Urban,1,Yes,Moderate
1784,2019,Coimbatore,Sexual Crime,Other,Morning,Rural,5,No,High
1785,2022,Chennai,Economic Offense,Male,Afternoon,Urban,5,No,Moderate
1786,2019,Tiruchirappalli,Cyber Crime,Male,Morning,Rural,2,Yes,Low
1787,2022,Tiruchirappalli,Violent Crime,Other,Night,Semi-Urban,5,Yes,High
1788,2020,Chennai,Sexual Crime,Other,Afternoon,Semi-Urban,2,Yes,Low
1789,2022,Vellore,Cyber Crime,Male,Evening,Rural,4,No,Moderate
1790,2015,Tiruchirappalli,Property Crime,Other,Afternoon,Rural,1,No,Low
1791,2021,Chennai,Economic Offense,Other,Morning,Rural,3,Yes,Moderate
1792,2021,Chennai,Property Crime,Male,Afternoon,Semi-Urban,3,Yes,Low
1793,2015,Chennai,Sexual Crime,Male,Night,Semi-Urban,3,Yes,High
1794,2017,Tirunelveli,Sexual Crime,Female,Night,Urban,4,Yes,High
1795,2024,Dindigul,Property Crime,Male,Afternoon,Semi-Urban,1,Yes,Very Low
1796,2020,Tirunelveli,Sexual Crime,Other,Night,Rural,5,No,Very High
1797,2024,Coimbatore,Cyber Crime,Male,Night,Urban,5,Yes,Moderate
1798,2017,Erode,Sexual Crime,Male,Night,Semi-Urban,1,No,High
1799,2017,Tirunelveli,Economic Offense,Male,Evening,Semi-Urban,1,Yes,Very Low
1800,2019,Tirunelveli,Cyber Crime,Female,Morning,Rural,3,Yes,Moderate
1801,2023,Dindigul,Violent Crime,Female,Night,Urban,5,No,High
1802,2019,Erode,Sexual Crime,Other,Afternoon,Semi-Urban,1,No,Moderate
1803,2023,Salem,Sexual Crime,Female,Night,Semi-Urban,5,Yes,High
1804,2016,Chennai,Economic Offense,Male,Evening,Rural,1,No,Low
1805,2022,Thoothukudi,Economic Offense,Female,Afternoon,Urban,2,Yes,Very Low
1806,2023,Erode,Property Crime,Male,Morning,Urban,3,No,Low
1807,2024,Coimbatore,Property Crime,Female,Afternoon,Urban,1,No,Very Low
1808,2015,Vellore,Property Crime,Female,Afternoon,Urban,4,Yes,Low
1809,2019,Coimbatore,Economic Offense,Female,Afternoon,Rural,1,Yes,Low
1810,2020,Chennai,Property Crime,Male,Afternoon,Semi-Urban,2,No,Very Low
1811,2022,Erode,Property Crime,Female,Night,Semi-Urban,4,Yes,Moderate
1812,2016,Coimbatore,Violent Crime,Male,Morning,Urban,4,No,Moderate
1813,2023,Coimbatore,Property Crime,Male,Night,Urban,1,No,Low
1814,2016,Salem,Sexual Crime,Other,Evening,Urban,2,Yes,Low
1815,2020,Salem,Economic Offense,Female,Evening,Semi-Urban,4,No,Moderate
1816,2017,Erode,Cyber Crime,Other,Afternoon,Semi-Urban,3,Yes,Low
1817,2021,Chennai,Violent Crime,Other,Night,Urban,3,Yes,High
1818,2020,Tirunelveli,Economic Offense,Male,Night,Rural,5,No,High
1819,2018,Madurai,Economic Offense,Female,Morning,Semi-Urban,5,Yes,Low
1820,2020,Tiruchirappalli,Sexual Crime,Male,Morning,Semi-Urban,2,No,Moderate
1821,2016,Thoothukudi,Property Crime,Male,Morning,Urban,4,No,Low
1822,2015,Tiruchirappalli,Sexual Crime,Female,Night,Rural,3,Yes,Very High
1823,2019,Dindigul,Property Crime,Male,Morning,Urban,3,Yes,Low
